codigo;descripcion;color;empaque;imagen;linea
1PATA;"\""04284\"",\n \""descripcion\"": \""BOMBILLO FAROLA HALOGENO";;;;13319
DOBLE;"\""descripcion\"": \""BOMBILLO FAROLA HALOGENO 1PATA";;;;13319
CONTACTO;"\""BOMBILLO FAROLA HALOGENO 1PATA DOBLE";;;;13319
FAROLA;"{\n \""codigo\"": \""04285\"",\n \""descripcion\"": \""BOMBILLO";;;;13319
HALOGENO;"\""codigo\"": \""04285\"",\n \""descripcion\"": \""BOMBILLO FAROLA";;;;13319
PLUSS;"\""04285\"",\n \""descripcion\"": \""BOMBILLO FAROLA HALOGENO";;;;13319
12V;"\""descripcion\"": \""BOMBILLO FAROLA HALOGENO PLUSS";;;;13319
FAROLA;"{\n \""codigo\"": \""04286\"",\n \""descripcion\"": \""BOMBILLO";;;;13319
PLUSS;"\""codigo\"": \""04286\"",\n \""descripcion\"": \""BOMBILLO FAROLA";;;;13319
12V;"\""04286\"",\n \""descripcion\"": \""BOMBILLO FAROLA PLUSS";;;;13319
B35;"\""1556\"",\n \""empaque\"": \""X1\"",\n \""fotos\"": [\""AH35436";;;;13319
FAROLA;"{\n \""codigo\"": \""04744\"",\n \""descripcion\"": \""BOMBILLO";;;;13319
HALOGENO;"\""codigo\"": \""04744\"",\n \""descripcion\"": \""BOMBILLO FAROLA";;;;13319
12V;"\""descripcion\"": \""BOMBILLO FAROLA HALOGENO H4";;;;13319
CAJA;FAROLA HALOGENO H4 12V 35/35W;;;;13319
UNDS;H4 12V 35/35W CAJA 10;;;;13319
CON;"\""empaque\"": \""X1\"",\n \""fotos\"": [\""H4 H6";;;;13319
HALOGENO;"{\n \""codigo\"": \""04288\"",\n \""descripcion\"": \""BOMBILLO";;;;13319
12V;"\""04288\"",\n \""descripcion\"": \""BOMBILLO HALOGENO H1";;;;13319
HALOGENO;"\""codigo\"": \""04289\"",\n \""descripcion\"": \""BOMBILLO EXPLORADORA";;;;13319
12V;"\""descripcion\"": \""BOMBILLO EXPLORADORA HALOGENO H3";;;;13319
LED;"{\n \""codigo\"": \""04292\"",\n \""descripcion\"": \""BOMBILLO";;;;13347
1PATA;"\""04292\"",\n \""descripcion\"": \""BOMBILLO LED DIRECCIONAL";;;;13331
STOP;"{\n \""codigo\"": \""04279\"",\n \""descripcion\"": \""BOMBILLO";;;;13347
12V;"\""04279\"",\n \""descripcion\"": \""BOMBILLO STOP MOTORCYCLED";;;;13347
12V;"\""codigo\"": \""04280\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONAL";;;;13347
BAYONETA;"{\n \""codigo\"": \""04281\"",\n \""descripcion\"": \""BOMBILLO";;;;13347
12V;"\""codigo\"": \""04281\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13347
BAYONETA;"{\n \""codigo\"": \""04282\"",\n \""descripcion\"": \""BOMBILLO";;;;13347
BOMBARDE;"\""codigo\"": \""04282\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13331
GRANDE;"\""04282\"",\n \""descripcion\"": \""BOMBILLO BAYONETA BOMBARDE";;;;13331
12V;"\""descripcion\"": \""BOMBILLO BAYONETA BOMBARDE GRANDE";;;;13331
BAYONETA;"{\n \""codigo\"": \""04283\"",\n \""descripcion\"": \""BOMBILLO";;;;13347
BOMBARDE;"\""codigo\"": \""04283\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13331
NARANJA;"\""04283\"",\n \""descripcion\"": \""BOMBILLO BAYONETA BOMBARDE";;;;13331
12V;"\""descripcion\"": \""BOMBILLO BAYONETA BOMBARDE NARANJA";naranja;;;13331
PATA;"\""descripcion\"": \""BOMBILLO LED DIRECCIONAL 1";;;;13347
12V;"\""04282\"",\n \""descripcion\"": \""BOMBILLO BAYONETA BOMBAGRANDE";;;;13347
NARANJA;"\""04283\"",\n \""descripcion\"": \""BOMBILLO BAYONETA BOMBAGRANDE";;;;13347
12V;"\""descripcion\"": \""BOMBILLO BAYONETA BOMBAGRANDE NARANJA";naranja;;;13347
BAYONETA;"{\n \""codigo\"": \""03064\"",\n \""descripcion\"": \""BOMBILLO";;;;13371
LED;"\""codigo\"": \""03064\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13371
FIJO;"\""03064\"",\n \""descripcion\"": \""BOMBILLO BAYONETA LED";;;;13371
ROJO;"\""descripcion\"": \""BOMBILLO BAYONETA LED FIJO";;;;13371
BAYONETA;"{\n \""codigo\"": \""03645\"",\n \""descripcion\"": \""BOMBILLO";;;;13371
LED;"\""codigo\"": \""03645\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13371
FIJO;"\""03645\"",\n \""descripcion\"": \""BOMBILLO BAYONETA LED";;;;13371
3645;"\""BOMBILLO BAYONETA LED FIJO ROJO";rojo;;;13371
AMARILLO;BAYONETA LED FIJO ROJO 03645;rojo;;;13371
TABLETA;"{\n \""codigo\"": \""04472\"",\n \""descripcion\"": \""SET";;;;13371
LED;"\""codigo\"": \""04472\"",\n \""descripcion\"": \""SET TABLETA";;;;13371
MEDIANA;"\""04472\"",\n \""descripcion\"": \""SET TABLETA LED";;;;13371
35X40;"\""descripcion\"": \""SET TABLETA LED MEDIANA";;;;13371
TABLETA;"{\n \""codigo\"": \""02484\"",\n \""descripcion\"": \""SET";;;;13371
LED;"\""codigo\"": \""02484\"",\n \""descripcion\"": \""SET TABLETA";;;;13371
LUZ;"{\n \""codigo\"": \""02151\"",\n \""descripcion\"": \""SECUECNIADOR";;;;13359
LED;"\""codigo\"": \""02151\"",\n \""descripcion\"": \""SECUECNIADOR LUZ";;;;13359
LED;"{\n \""codigo\"": \""02154\"",\n \""descripcion\"": \""BOMBILLO";;;;13371
ULTRA;"\""codigo\"": \""02154\"",\n \""descripcion\"": \""BOMBILLO LED";;;;13371
PLANO;"\""02154\"",\n \""descripcion\"": \""BOMBILLO LED ULTRA";;;;13371
ULTRA;"\""descripcion\"": \""BOMBILLO LED ULTRA PLANO";;;;13371
POTENCIA;"\""BOMBILLO LED ULTRA PLANO ULTRA";;;;13371
BLANCO;LED ULTRA PLANO ULTRA POTENCIA;;;;13371
2154;ULTRA PLANO ULTRA POTENCIA BLANCO;blanco;;;13371
LED;"{\n \""codigo\"": \""04439\"",\n \""descripcion\"": \""BOMBILLO";;;;13371
ULTRA;"\""codigo\"": \""04439\"",\n \""descripcion\"": \""BOMBILLO LED";;;;13371
PLANO;"\""04439\"",\n \""descripcion\"": \""BOMBILLO LED ULTRA";;;;13371
ULTRA;LED ULTRA PLANO 2 FUNCIONES;;;;13371
POTENCIA;ULTRA PLANO 2 FUNCIONES ULTRA;;;;13371
BLANCO;PLANO 2 FUNCIONES ULTRA POTENCIA;;;;13371
FIJO;2 FUNCIONES ULTRA POTENCIA BLANCO;blanco;;;13371
LUZ;"{\n \""codigo\"": \""02151\"",\n \""descripcion\"": \""SECENCIADOR";;;;13371
LED;"\""codigo\"": \""02151\"",\n \""descripcion\"": \""SECENCIADOR LUZ";;;;13371
BAYONETA;"{\n \""codigo\"": \""02768\"",\n \""descripcion\"": \""BOMBILLO";;;;13423
PATA;"\""03289\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONALSTROBER ECO/AGILITY";;;;13423
STOP;"{\n \""codigo\"": \""02501\"",\n \""descripcion\"": \""BOMBILLO";;;;13423
LED;"\""codigo\"": \""02501\"",\n \""descripcion\"": \""BOMBILLO STOP";;;;13423
EXTROBER;"\""02501\"",\n \""descripcion\"": \""BOMBILLO STOP LED";;;;13423
LED;"\""codigo\"": \""01224\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONAL";;;;13423
EXTROBER;"\""01224\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONAL LED";;;;13423
LED;"\""codigo\"": \""02806\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONAL";;;;13423
LED;"\""descripcion\"": \""BOMBILLO DIRECCIONAL LED 9";;;;13423
LED;"{\n \""codigo\"": \""02812\"",\n \""descripcion\"": \""BOMBILLO";;;;13435
CAMBIOS;"\""02812\"",\n \""descripcion\"": \""BOMBILLO LED T5";;;;13435
PILOTO;"{\n \""codigo\"": \""00775\"",\n \""descripcion\"": \""BOMBILLO";;;;13435
LED;"\""codigo\"": \""00775\"",\n \""descripcion\"": \""BOMBILLO PILOTO";;;;13435
EXTROBER;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;13411
BLANCO;"\"",\n  \""descripcion\"": \""";;;;13411
BOMBILLO;DIRECCIONAL;;;;13411
LED;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""X2\"",\n  \""fotos\"": [\""imagen1.jpg\""],\n  \""variantes\"": []\n}\n```""";;;;13411
BOMBILLO;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""";;;;13455
LED;DIRECCIONAL;;;;13455
LED;9;;;;13455
AMARILLO;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1.png\""],\n  \""variantes\"": []\n}\n```""";;;;13455
PILOTO;"{\n \""codigo\"": \""04471\"",\n \""descripcion\"": \""BOMBILLO";;;;13479
LED;"\""codigo\"": \""04471\"",\n \""descripcion\"": \""BOMBILLO PILOTO";;;;13479
LUPA;"\""04471\"",\n \""descripcion\"": \""BOMBILLO PILOTO LED";;;;13479
PILOTO;"{\n \""codigo\"": \""00540\"",\n \""descripcion\"": \""BOMBILLO";;;;13479
LED;"\""codigo\"": \""00540\"",\n \""descripcion\"": \""BOMBILLO PILOTO";;;;13479
PUNTA;"\""00540\"",\n \""descripcion\"": \""BOMBILLO PILOTO LED";;;;13479
STOP;"{\n \""codigo\"": \""00414\"",\n \""descripcion\"": \""BOMBILLO";;;;13479
BASE;"\""descripcion\"": \""BOMBILLO STOP LEDEXTROBER X2";;;;13479
ROJA;"\""BOMBILLO STOP LEDEXTROBER X2 BASE";;;;13479
TIRA;"{\n \""codigo\"": \""00193\"",\n \""descripcion\"": \""KIT";;;;13479
LED;"\""codigo\"": \""00193\"",\n \""descripcion\"": \""KIT TIRA";;;;13479
10CM;"\""KIT TIRA LED CAUCHO30CM X";;;;13479
AZUL;TIRA LED CAUCHO30CM X 10CM;;;;13479
193;LED CAUCHO30CM X 10CM AZUL;azul;;;13479
BLANCA;CAUCHO30CM X 10CM AZUL 00193;azul;;;13479
LED;"{\n \""codigo\"": \""01900\"",\n \""descripcion\"": \""PLAQUETA";;;;13479
17CMS;"\""codigo\"": \""01900\"",\n \""descripcion\"": \""PLAQUETA LED";;;;13479
CON;"\""descripcion\"": \""PLAQUETA LED 17CMS 2FUNCIONES";;;;13479
BAYONETA;"{\n \""codigo\"": \""02962\"",\n \""descripcion\"": \""BOMBILLO";;;;13479
FLACHEO;"\""02962\"",\n \""descripcion\"": \""BOMBILLO BAYONETA PORCELANA";;;;13479
CERAMICA;"\""descripcion\"": \""BOMBILLO BAYONETA PORCELANA FLACHEO";;;;13479
AZUL;"\""BOMBILLO BAYONETA PORCELANA FLACHEO CERAMICA";;;;13479
GOMA;"\""codigo\"": \""02963\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONANALEN";;;;13467
BLANCO;"\""02963\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONANALEN GOMA";;;;13467
FIJO;"\""descripcion\"": \""BOMBILLO DIRECCIONANALEN GOMA BLANCO";blanco;;;13467
LEN;"\""codigo\"": \""02963\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONA";;;;13479
GOMA;"\""02963\"",\n \""descripcion\"": \""BOMBILLO DIRECCIONA LEN";;;;13479
BLANCO;"\""descripcion\"": \""BOMBILLO DIRECCIONA LEN GOMA";;;;13479
FIJO;"\""BOMBILLO DIRECCIONA LEN GOMA BLANCO";blanco;;;13479
BAYONETA;"{\n \""codigo\"": \""02967\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
LED;"\""02967\"",\n \""descripcion\"": \""BOMBILLO BAYONETA 6";;;;13507
FLACHEO;"\""descripcion\"": \""BOMBILLO BAYONETA 6 LED";;;;13507
GOMA;BAYONETA 6 LED FLACHEO EN;;;;13507
BAYONETA;"{\n \""codigo\"": \""02980\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
LED;"\""02980\"",\n \""descripcion\"": \""BOMBILLO BAYONETA 6";;;;13507
FIJO;"\""descripcion\"": \""BOMBILLO BAYONETA 6 LED";;;;13507
GOMA;BAYONETA 6 LED FIJO EN;;;;13507
BLANCO;"\""codigo\"": \""03263\"",\n \""descripcion\"": \""BOMBILLO BAYONETAFIJO";;;;13507
CERAMICA;"\""03263\"",\n \""descripcion\"": \""BOMBILLO BAYONETAFIJO BLANCO";blanco;;;13507
BAYONETA;"{\n \""codigo\"": \""03065\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
LED;"\""codigo\"": \""03065\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13507
CARCAZA;"\""03065\"",\n \""descripcion\"": \""BOMBILLO BAYONETA LED";;;;13507
BAYONETA;"{\n \""codigo\"": \""03486\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
FIJO;"\""codigo\"": \""03486\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13507
AZUL;"\""03486\"",\n \""descripcion\"": \""BOMBILLO BAYONETA FIJO";;;;13507
BAYONETA;"{\n \""codigo\"": \""02975\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
TIPO;"\""codigo\"": \""02975\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13507
OSRAN;"\""02975\"",\n \""descripcion\"": \""BOMBILLO BAYONETA TIPO";;;;13507
ALTA;"\""descripcion\"": \""BOMBILLO BAYONETA TIPO OSRAN";;;;13507
LUZ;"\""BOMBILLO BAYONETA TIPO OSRAN ALTA";;;;13507
LED;BAYONETA TIPO OSRAN ALTA LUZ;;;;13507
BAYONETA;"{\n \""codigo\"": \""02976\"",\n \""descripcion\"": \""BOMBILLO";;;;13507
LED;"\""02976\"",\n \""descripcion\"": \""BOMBILLO BAYONETA 12";;;;13507
1LUZ;"\""descripcion\"": \""BOMBILLO BAYONETA 12 LED";;;;13507
FIJA;"\""BOMBILLO BAYONETA 12 LED 1LUZ";;;;13507
GOMA;12 LED 1LUZ FIJA EN;;;;13507
LUZ;LED 1LUZ FIJA EN GOMA;;;;13507
BLANCA;1LUZ FIJA EN GOMA LUZ;;;;13507
GUIA;"{\n \""codigo\"": \""04522\"",\n \""descripcion\"": \""CAUCHO";;;;13555
CABLES;"\""codigo\"": \""04522\"",\n \""descripcion\"": \""CAUCHO GUIA";;;;13555
TANQUE;"\""codigo\"": \""04921\"",\n \""descripcion\"": \""ACOPLE DELANTERO";;;;13555
GASOLINA;"\""04921\"",\n \""descripcion\"": \""ACOPLE DELANTERO TANQUE";;;;13555
4PCS;"\""descripcion\"": \""CAUCHO ANTIVIBRANTE DIRECCION X";;;;13555
CRYPTON;"\""05403\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE DIRECCION";;;;13555
115;"\""descripcion\"": \""KIT ANTIVIBRANTE DIRECCION CRYPTON";;;;13555
CAUCHO;"{\n \""codigo\"": \""03399\"",\n \""descripcion\"": \""SET";;;;13555
CON;"\""03399\"",\n \""descripcion\"": \""SET CAUCHO AMORTIGUADOR";;;;13555
CAUCHO;"{\n \""codigo\"": \""05345\"",\n \""descripcion\"": \""SET";;;;13555
CON;"\""05345\"",\n \""descripcion\"": \""SET CAUCHO AMORTIGUADOR";;;;13555
BUJE;"\""descripcion\"": \""SET CAUCHO AMORTIGUADOR CON";;;;13555
CAUCHO;"{\n \""codigo\"": \""05346\"",\n \""descripcion\"": \""SET";;;;13555
CON;"\""05346\"",\n \""descripcion\"": \""SET CAUCHO AMORTIGUADOR";;;;13555
CRYPTON;ANTIVIBRANTE DIRECCCIÓN;;;;13543
115;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1.png\""],\n  \""variantes\"": []\n}\n```""";;;;13543
CON;"\""codigo\"": \""02979\"",\n \""descripcion\"": \""BAYONETA MULTICOLOR";;;;13599
CONTROL;"\""02979\"",\n \""descripcion\"": \""BAYONETA MULTICOLOR CON";;;;13599
PARA;"\""descripcion\"": \""BAYONETA MULTICOLOR CON CONTROL";;;;13599
CAMBIO;"\""BAYONETA MULTICOLOR CON CONTROL PARA";;;;13599
BAYONETA;"{\n \""codigo\"": \""02983\"",\n \""descripcion\"": \""BOMBILLO";;;;13599
FIJO;"\""codigo\"": \""02983\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13599
LED;"\""02983\"",\n \""descripcion\"": \""BOMBILLO BAYONETA FIJO";;;;13599
ROJO;"\""descripcion\"": \""BOMBILLO BAYONETA FIJO LED";;;;13599
2983;"\""BOMBILLO BAYONETA FIJO LED ROJO";rojo;;;13599
AZUL;BAYONETA FIJO LED ROJO 02983;rojo;;;13599
BAYONETA;"{\n \""codigo\"": \""03646\"",\n \""descripcion\"": \""BOMBILLO";;;;13599
LUPA;"\""03646\"",\n \""descripcion\"": \""BOMBILLO BAYONETA PORCELANA";;;;13599
BLANCO;"\""descripcion\"": \""BOMBILLO BAYONETA PORCELANA LUPA";;;;13599
BAYONETA;"{\n \""codigo\"": \""02807\"",\n \""descripcion\"": \""BOMBILLO";;;;13599
FIJO;"\""codigo\"": \""02807\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13599
BLANCO;"\""02807\"",\n \""descripcion\"": \""BOMBILLO BAYONETA FIJO";;;;13599
BAYONETA;"{\n \""codigo\"": \""04244\"",\n \""descripcion\"": \""BOMBILLO";;;;13599
BULB;"\""codigo\"": \""04244\"",\n \""descripcion\"": \""BOMBILLO BAYONETA";;;;13599
VIDRIO;"\""04244\"",\n \""descripcion\"": \""BOMBILLO BAYONETA BULB";;;;13599
T10;"\""descripcion\"": \""BOMBILLO BAYONETA BULB VIDRIO";;;;13599
AMARILLO;BAYONETA BULB VIDRIO T10 AC;;;;13599
4244;BULB VIDRIO T10 AC AMARILLO;amarillo;;;13599
AZUL;VIDRIO T10 AC AMARILLO 04244;amarillo;;;13599
4245;T10 AC AMARILLO 04244 AZUL;amarillo;;;13599
BLANCO;AC AMARILLO 04244 AZUL 04245;amarillo;;;13599
LED;"{\n \""codigo\"": \""03912\"",\n \""descripcion\"": \""BOMBILLOS";;;;13599
H11;"\""codigo\"": \""03912\"",\n \""descripcion\"": \""BOMBILLOS LED";;;;13599
FAROLA;"\""03912\"",\n \""descripcion\"": \""BOMBILLOS LED H11";;;;13599
ALTA;LED H11 FAROLA BWS-125 FI;;;;13599
POTENCIA;H11 FAROLA BWS-125 FI ALTA;;;;13599
4000;FAROLA BWS-125 FI ALTA POTENCIA;;;;13599
LED;"""```json\n{\n \""codigo\"": \""03912\"",\n \""descripcion\"": \""BOMBILLOS";;;;13587
LED;"{\n \""codigo\"": \""04329\"",\n \""descripcion\"": \""BOMBILLO";;;;13631
144;"\""descripcion\"": \""BOMBILLO LED H6 PLUS/WAVE";;;;13631
LED;"\""BOMBILLO LED H6 PLUS/WAVE 144";;;;13631
30HRS;LED H6 PLUS/WAVE 144 LED;;;;13631
ALTA;H6 PLUS/WAVE 144 LED 30HRS;;;;13631
POTENCIA;PLUS/WAVE 144 LED 30HRS ALTA;;;;13631
FAROLA;"{\n \""codigo\"": \""05491\"",\n \""descripcion\"": \""BOMBILLO";;;;13631
LED;"\""codigo\"": \""05491\"",\n \""descripcion\"": \""BOMBILLO FAROLA";;;;13631
CERAMICA;"\""05491\"",\n \""descripcion\"": \""BOMBILLO FAROLA LED";;;;13631
P43T;"\""BOMBILLO FAROLA LED CERAMICA H4";;;;13631
LUZ;LED CERAMICA H4 P43T 12V/6V;;;;13631
BALBA;CERAMICA H4 P43T 12V/6V LUZ;;;;13631
BOTON;"\""codigo\"": \""03651\"",\n \""descripcion\"": \""MINI EXPLORADORA";;;;13631
CON;"\""codigo\"": \""03652\"",\n \""descripcion\"": \""MINI EXPLORADORA";;;;13631
LUPA;"\""codigo\"": \""03653\"",\n \""descripcion\"": \""MINI ESPLORADORA";;;;13631
BASE;"\""descripcion\"": \""MINI ESPLORADORA LUPA 3W";;;;13631
CINTA;"{\n \""codigo\"": \""03348\"",\n \""descripcion\"": \""ROLLO";;;;13631
LED;"\""codigo\"": \""03348\"",\n \""descripcion\"": \""ROLLO CINTA";;;;13631
ANCHA;"\""03348\"",\n \""descripcion\"": \""ROLLO CINTA LED";;;;13631
CALIDAD;"\""ROLLO CINTA LED ANCHA 5mts";;;;13631
CABLE;"{\n \""codigo\"": \""01354\"",\n \""descripcion\"": \""GUIA";;;;13695
DOBLE;"\""codigo\"": \""01354\"",\n \""descripcion\"": \""GUIA CABLE";;;;13695
GUIA;"{\n \""codigo\"": \""01634\"",\n \""descripcion\"": \""TWPO";;;;13695
CABLE;"\""codigo\"": \""01634\"",\n \""descripcion\"": \""TWPO GUIA";;;;13695
DOBLE;"\""01634\"",\n \""descripcion\"": \""TWPO GUIA CABLE";;;;13695
CADENA;"\""codigo\"": \""03537\"",\n \""descripcion\"": \""TENSOR DE";;;;13707
MONSTER;"\""03537\"",\n \""descripcion\"": \""TENSOR DE CADENA";;;;13707
COLOR;"\""TENSOR DE CADENA MONSTER UNIVERSAL";;;;13707
TENSOR;"{\n \""codigo\"": \""03301\"",\n \""descripcion\"": \""REPUETO";;;;13647
CADENA;"\""codigo\"": \""03301\"",\n \""descripcion\"": \""REPUETO TENSOR";;;;13647
RIZOMA;"\""03301\"",\n \""descripcion\"": \""REPUETO TENSOR CADENA";;;;13647
RESORTE;"\""descripcion\"": \""REPUETO TENSOR CADENA RIZOMA";;;;13647
TENSOR;"{\n \""codigo\"": \""03301\"",\n \""descripcion\"": \""REPUESTO";;;;13667
CADENA;"\""codigo\"": \""03301\"",\n \""descripcion\"": \""REPUESTO TENSOR";;;;13667
RIZOMA;"\""03301\"",\n \""descripcion\"": \""REPUESTO TENSOR CADENA";;;;13667
RESORTE;"\""descripcion\"": \""REPUESTO TENSOR CADENA RIZOMA";;;;13667
CABLE;"""raw"": ""```json\n{\n \""codigo\"": \""GUÍA";;;;13687
CABLE;"\""GUÍA CABLE DOBLE\"",\n \""descripcion\"": \""GUÍA";;;;13687
1354;"\""descripcion\"": \""GUIA CABLE DOBLE COLORAZUL";;;;13695
DORADO;"\""GUIA CABLE DOBLE COLORAZUL 01354";;;;13695
2093;CABLE DOBLE COLORAZUL 01354 DORADO;dorado;;;13695
NARANJA;DOBLE COLORAZUL 01354 DORADO 02093;dorado;;;13695
2095;COLORAZUL 01354 DORADO 02093 NARANJA;dorado;;;13695
ROJO;01354 DORADO 02093 NARANJA 02095;dorado;;;13695
2094;DORADO 02093 NARANJA 02095 ROJO;dorado;;;13695
PLATA;02093 NARANJA 02095 ROJO 02094;naranja;;;13695
1633;"\""TWPO GUIA CABLE DOBLE COLORAZUL";;;;13695
DORADO;GUIA CABLE DOBLE COLORAZUL 01633;;;;13695
1877;CABLE DOBLE COLORAZUL 01633 DORADO;dorado;;;13695
NARANJA;DOBLE COLORAZUL 01633 DORADO 01877;dorado;;;13695
CADENA;"\""codigo\"": \""\"",\n \""descripcion\"": \""TENSOR DE";;;;13703
MONSTER;"\""\"",\n \""descripcion\"": \""TENSOR DE CADENA";;;;13703
PLACA;"{\n \""codigo\"": \""03145\"",\n \""descripcion\"": \""TORNILLO";;;;13751
PLANO;"\""codigo\"": \""03145\"",\n \""descripcion\"": \""TORNILLO PLACA";;;;13751
COLORES;"\""03145\"",\n \""descripcion\"": \""TORNILLO PLACA PLANO";;;;13711
PLATA;"\""descripcion\"": \""TORNILLO PLACA PLANO COLORES";;;;13711
3145;"\""TORNILLO PLACA PLANO COLORES PLATA";;;;13711
AZUL;PLACA PLANO COLORES PLATA 03145;;;;13711
3142;PLANO COLORES PLATA 03145 AZUL;azul;;;13711
ROJO;COLORES PLATA 03145 AZUL 03142;azul;;;13711
3143;PLATA 03145 AZUL 03142 ROJO;azul;;;13711
NEGRO;03145 AZUL 03142 ROJO 03143;azul;;;13711
3146;AZUL 03142 ROJO 03143 NEGRO;azul;;;13711
DORADO;03142 ROJO 03143 NEGRO 03146;rojo;;;13711
3144;ROJO 03143 NEGRO 03146 DORADO;rojo;;;13711
NARANJA;03143 NEGRO 03146 DORADO 03144;negro;;;13711
1158;NEGRO 03146 DORADO 03144 NARANJA;negro;;;13711
MORADO;03146 DORADO 03144 NARANJA 01158;dorado;;;13711
1464;DORADO 03144 NARANJA 01158 MORADO;dorado;;;13711
VERDE;03144 NARANJA 01158 MORADO 01464;naranja;;;13711
1487;NARANJA 01158 MORADO 01464 VERDE;naranja;;;13711
FUCIA;01158 MORADO 01464 VERDE 01487;verde;;;13711
PLACA;"{\n \""codigo\"": \""02693\"",\n \""descripcion\"": \""TORNILLO";;;;13751
PLATA;"\""02693\"",\n \""descripcion\"": \""TORNILLO PLACA IMPORTADO";;;;13711
3040;"\""descripcion\"": \""TORNILLO PLACA IMPORTADO PLATA";;;;13711
DORADO;"\""TORNILLO PLACA IMPORTADO PLATA 03040";;;;13711
2693;PLACA IMPORTADO PLATA 03040 DORADO;dorado;;;13711
NARANJA;IMPORTADO PLATA 03040 DORADO 02693;dorado;;;13711
4390;PLATA 03040 DORADO 02693 NARANJA;dorado;;;13711
ROJO;03040 DORADO 02693 NARANJA 04390;dorado;;;13711
2690;DORADO 02693 NARANJA 04390 ROJO;dorado;;;13711
AZUL;02693 NARANJA 04390 ROJO 02690;naranja;;;13711
2692;NARANJA 04390 ROJO 02690 AZUL;naranja;;;13711
NEGRO;04390 ROJO 02690 AZUL 02692;rojo;;;13711
BOLSA;"02691\"",\n \""precio\"": \""493\"",\n \""empaque\"": \""X1";;;;13711
PLACA;"{\n \""codigo\"": \""03817\"",\n \""descripcion\"": \""TORNILLO";;;;13751
TIPO;"\""codigo\"": \""03817\"",\n \""descripcion\"": \""TORNILLO PLACA";;;;13751
COPA;"\""03817\"",\n \""descripcion\"": \""TORNILLO PLACA TIPO";;;;13751
NEGRO;"\""TORNILLO PLACA TIPO COPA X1";;;;13711
3817;PLACA TIPO COPA X1 NEGRO;negro;;;13711
ROJO;TIPO COPA X1 NEGRO 03817;negro;;;13711
3807;COPA X1 NEGRO 03817 ROJO;negro;;;13711
AZUL;X1 NEGRO 03817 ROJO 03807;negro;;;13711
3804;NEGRO 03817 ROJO 03807 AZUL;negro;;;13711
DORADO;03817 ROJO 03807 AZUL 03804;rojo;;;13711
3037;ROJO 03807 AZUL 03804 DORADO;rojo;;;13711
NARANJA;03807 AZUL 03804 DORADO 03037;azul;;;13711
3059;AZUL 03804 DORADO 03037 NARANJA;azul;;;13711
PLATA;03804 DORADO 03037 NARANJA 03059;dorado;;;13711
3805;DORADO 03037 NARANJA 03059 PLATA;dorado;;;13711
MORADO;03037 NARANJA 03059 PLATA 03805;naranja;;;13711
BOLSA;"03806\"",\n \""precio\"": \""929\"",\n \""empaque\"": \""X1";;;;13711
PLATA;"{\n \""codigo\"": \""04273\"",\n \""descripcion\"": \""TORNILLO";;;;13751
TIPO;"\""codigo\"": \""04273\"",\n \""descripcion\"": \""TORNILLO PLATA";;;;13751
ESTRELLA;"\""04273\"",\n \""descripcion\"": \""TORNILLO PLATA TIPO";;;;13711
ROJO;"\""descripcion\"": \""TORNILLO PLATA TIPO ESTRELLA";;;;13711
4273;"\""TORNILLO PLATA TIPO ESTRELLA ROJO";rojo;;;13711
NEGRO;PLATA TIPO ESTRELLA ROJO 04273;rojo;;;13711
4276;TIPO ESTRELLA ROJO 04273 NEGRO;rojo;;;13711
VERDE;ESTRELLA ROJO 04273 NEGRO 04276;rojo;;;13711
4274;ROJO 04273 NEGRO 04276 VERDE;rojo;;;13711
